"studentid","msoffsetfromstart","affect"
"addu0312",802532,"CONCENTRATING"
"addu0312",819245,"CONCENTRATING"
"addu0312",832962,"CONCENTRATING"
"addu0312",854955,"CONCENTRATING"
"addu0312",884068,"CONCENTRATING"
"addu0312",913654,"CONCENTRATING"
"addu0312",945382,"CONCENTRATING"
"addu0312",955675,"CONCENTRATING"
"addu0312",971899,"CONCENTRATING"
"addu0312",1001836,"CONCENTRATING"
"addu0312",1021019,"CONFUSED"
"addu0312",1028698,"CONCENTRATING"
"addu0312",1049687,"CONFUSED"
"addu0312",1072442,"CONCENTRATING"
"addu0312",1097289,"CONCENTRATING"
"addu0312",1113300,"CONFUSED"
"addu0312",1134127,NA
"addu0312",1167245,"CONCENTRATING"
"addu0312",1208985,"CONCENTRATING"
"addu0312",1222916,"CONCENTRATING"
"addu0312",1261493,"CONFUSED"
"addu0312",1281345,"CONCENTRATING"
"addu0312",1310882,"CONCENTRATING"
"addu0312",1333584,"CONCENTRATING"
"addu0312",1343691,"CONCENTRATING"
"addu0312",1371868,"CONCENTRATING"
"addu0312",1399816,"CONCENTRATING"
"addu0312",1430340,NA
"addu0312",1457124,"CONCENTRATING"
"addu0312",1474917,"CONFUSED"
"addu0312",1519273,"CONFUSED"
"addu0312",1534254,"CONCENTRATING"
"addu0312",1561699,"CONFUSED"
"addu0312",1586121,"CONCENTRATING"
"addu0312",1616320,"CONCENTRATING"
"addu0312",1630589,"CONCENTRATING"
"addu0312",1651778,"CONCENTRATING"
"addu0312",1679827,"CONCENTRATING"
"addu0312",1732489,"CONFUSED"
"addu0312",1774868,"CONFUSED"
"addu0312",1827977,"FRUSTRATED"
"addu0312",1860880,"CONCENTRATING"
"addu0312",1882432,"CONFUSED"
"addu0312",1918310,"CONFUSED"
"addu0312",1953137,"FRUSTRATED"
"addu0312",1977580,"CONCENTRATING"
"addu0312",1993661,"FRUSTRATED"
"addu0312",2024218,"FRUSTRATED"
"addu0312",2052097,"CONFUSED"
"addu0312",2097348,"CONCENTRATING"
"addu0312",2125750,"CONFUSED"
"addu0312",2143947,"CONCENTRATING"
"addu0313",32181,"CONCENTRATING"
"addu0313",50526,"CONCENTRATING"
"addu0313",66404,NA
"addu0313",79019,NA
"addu0313",89804,"CONCENTRATING"
"addu0313",100471,"CONCENTRATING"
"addu0313",115033,"CONCENTRATING"
"addu0313",128706,"CONCENTRATING"
"addu0313",138514,"CONCENTRATING"
"addu0313",153928,"CONCENTRATING"
"addu0313",168923,"CONCENTRATING"
"addu0313",177998,"CONCENTRATING"
"addu0313",187252,"CONCENTRATING"
"addu0313",203230,"CONCENTRATING"
"addu0313",214459,"CONCENTRATING"
"addu0313",222448,"CONCENTRATING"
"addu0313",229993,"CONCENTRATING"
"addu0313",239900,"CONCENTRATING"
"addu0313",252806,"CONCENTRATING"
"addu0313",273025,"CONCENTRATING"
"addu0313",285731,"CONCENTRATING"
"addu0313",304356,"CONCENTRATING"
"addu0313",318863,"CONCENTRATING"
"addu0313",334487,"CONCENTRATING"
"addu0313",344706,"CONCENTRATING"
"addu0313",361017,"CONCENTRATING"
"addu0313",377096,"CONCENTRATING"
"addu0313",389323,"CONCENTRATING"
"addu0313",403390,"CONCENTRATING"
"addu0313",411473,"CONCENTRATING"
"addu0313",437422,"CONCENTRATING"
"addu0313",460799,"CONCENTRATING"
"addu0313",473136,"CONCENTRATING"
"addu0313",485098,"CONCENTRATING"
"addu0313",503739,"CONCENTRATING"
"addu0313",521773,"CONCENTRATING"
"addu0313",550221,"CONCENTRATING"
"addu0313",579407,"CONCENTRATING"
"addu0313",614560,"CONCENTRATING"
"addu0313",645983,"CONCENTRATING"
"addu0313",662352,"CONCENTRATING"
"addu0313",688277,"CONCENTRATING"
"addu0313",697009,"CONCENTRATING"
"addu0313",713401,"CONCENTRATING"
"addu0313",729946,"CONCENTRATING"
"addu0313",739093,"CONCENTRATING"
"addu0313",773865,"CONCENTRATING"
"addu0313",791439,"CONCENTRATING"
"addu0313",807922,"CONCENTRATING"
"addu0313",821424,"CONCENTRATING"
"addu0313",834715,"CONCENTRATING"
"addu0313",866538,"CONCENTRATING"
"addu0313",889132,"CONCENTRATING"
"addu0313",917412,"CONCENTRATING"
"addu0313",947274,"CONCENTRATING"
"addu0313",961829,"FRUSTRATED"
"addu0313",974471,"CONCENTRATING"
"addu0313",1004542,"CONCENTRATING"
"addu0313",1023777,"CONCENTRATING"
"addu0313",1036827,"CONCENTRATING"
"addu0313",1054649,NA
"addu0313",1075098,"CONCENTRATING"
"addu0313",1100740,NA
"addu0313",1115350,"CONCENTRATING"
"addu0313",1151370,"CONCENTRATING"
"addu0313",1172307,"FRUSTRATED"
"addu0313",1213330,"CONCENTRATING"
"addu0313",1236246,"FRUSTRATED"
"addu0313",1267364,"CONCENTRATING"
"addu0313",1284950,"CONCENTRATING"
"addu0313",1313226,"CONCENTRATING"
"addu0313",1335594,"CONCENTRATING"
"addu0313",1353777,"CONCENTRATING"
"addu0313",1382645,"FRUSTRATED"
"addu0313",1414608,"CONCENTRATING"
"addu0313",1432922,"CONCENTRATING"
"addu0313",1460845,"CONCENTRATING"
"addu0313",1485903,"CONFUSED"
"addu0313",1522129,"CONCENTRATING"
"addu0313",1551336,"CONCENTRATING"
"addu0313",1571890,"FRUSTRATED"
"addu0313",1591454,"CONCENTRATING"
"addu0313",1621790,"CONCENTRATING"
"addu0313",1632717,"CONCENTRATING"
"addu0313",1654014,"FRUSTRATED"
"addu0313",1692167,"CONCENTRATING"
"addu0313",1753812,"FRUSTRATED"
"addu0313",1797557,"CONCENTRATING"
"addu0313",1832448,"FRUSTRATED"
"addu0313",1873144,"FRUSTRATED"
"addu0313",1887629,"FRUSTRATED"
"addu0313",1925711,"FRUSTRATED"
"addu0313",1957711,"FRUSTRATED"
"addu0313",1982673,"CONCENTRATING"
"addu0313",1997408,"CONCENTRATING"
"addu0313",2034695,"FRUSTRATED"
"addu0313",2061552,"CONCENTRATING"
"addu0313",2099356,"FRUSTRATED"
"addu0313",2130904,NA
"addu0313",2154483,"CONCENTRATING"
"addu0401",27761,"CONCENTRATING"
"addu0401",50812,"CONCENTRATING"
"addu0401",72467,"CONCENTRATING"
"addu0401",104185,"CONCENTRATING"
"addu0401",120587,"CONFUSED"
"addu0401",136673,"CONCENTRATING"
"addu0401",154478,"CONCENTRATING"
"addu0401",168320,"CONCENTRATING"
"addu0401",182910,"CONCENTRATING"
"addu0401",202575,"CONCENTRATING"
"addu0401",225103,"CONCENTRATING"
"addu0401",244285,"CONCENTRATING"
"addu0401",270836,"CONCENTRATING"
"addu0401",293446,"CONCENTRATING"
"addu0401",323855,"CONCENTRATING"
"addu0401",344189,"CONCENTRATING"
"addu0401",362171,"CONCENTRATING"
"addu0401",378690,NA
"addu0401",398099,"CONCENTRATING"
"addu0401",445223,"CONCENTRATING"
"addu0401",480399,"CONCENTRATING"
"addu0401",503330,"CONCENTRATING"
"addu0401",521589,"CONCENTRATING"
"addu0401",543133,"CONCENTRATING"
"addu0401",561697,"CONCENTRATING"
"addu0401",597543,"CONFUSED"
"addu0401",626411,"FRUSTRATED"
"addu0401",656910,"CONCENTRATING"
"addu0401",670417,"CONCENTRATING"
"addu0401",687635,"CONCENTRATING"
"addu0401",705917,"CONCENTRATING"
"addu0401",726659,"CONCENTRATING"
"addu0401",756331,"CONCENTRATING"
"addu0401",792093,"CONCENTRATING"
"addu0401",835109,NA
"addu0401",868186,"CONCENTRATING"
"addu0401",900311,"CONCENTRATING"
"addu0401",912869,"CONCENTRATING"
"addu0401",932470,"CONCENTRATING"
"addu0401",957540,"CONCENTRATING"
"addu0401",993041,NA
"addu0401",1015719,"CONCENTRATING"
"addu0401",1064175,"CONCENTRATING"
"addu0401",1090475,"CONCENTRATING"
"addu0401",1131757,"CONCENTRATING"
"addu0401",1162636,"CONCENTRATING"
"addu0401",1184720,"CONCENTRATING"
"addu0401",1216257,"CONCENTRATING"
"addu0401",1239995,"CONCENTRATING"
"addu0401",1274307,"FRUSTRATED"
"addu0401",1312640,NA
"addu0401",1343299,"CONCENTRATING"
"addu0401",1378040,"CONCENTRATING"
"addu0401",1397352,"CONCENTRATING"
"addu0401",1435194,"CONCENTRATING"
"addu0401",1453968,"CONCENTRATING"
"addu0401",1493616,"CONCENTRATING"
"addu0401",1532310,"CONCENTRATING"
"addu0401",1578508,"CONCENTRATING"
"addu0401",1608060,"CONCENTRATING"
"addu0401",1638678,"CONCENTRATING"
"addu0401",1675813,"CONCENTRATING"
"addu0401",1713935,"CONCENTRATING"
"addu0401",1735957,"CONCENTRATING"
"addu0401",1779589,"CONCENTRATING"
"addu0401",1813108,"CONCENTRATING"
"addu0401",1836877,"CONCENTRATING"
"addu0401",1886201,"CONCENTRATING"
"addu0401",1918391,"CONCENTRATING"
"addu0401",1954519,"CONCENTRATING"
"addu0401",1991485,"CONCENTRATING"
"addu0401",2017901,"CONCENTRATING"
"addu0401",2046330,"CONCENTRATING"
"addu0401",2075556,"CONCENTRATING"
"addu0401",2117574,"CONCENTRATING"
"addu0401",2146758,"CONCENTRATING"
"addu0401",2188365,"CONCENTRATING"
"addu0401",2221426,"CONCENTRATING"
"addu0401",2249708,"CONCENTRATING"
"addu0401",2306717,"CONCENTRATING"
"addu0401",2330015,"CONCENTRATING"
"addu0401",2371680,"CONCENTRATING"
"addu0401",2400844,"CONCENTRATING"
"addu0401",2440054,"CONCENTRATING"
"addu0401",2469451,"CONCENTRATING"
"addu0401",2505076,"CONCENTRATING"
"addu0401",2540230,"CONCENTRATING"
"addu0401",2586750,"CONCENTRATING"
"addu0401",2611395,"CONCENTRATING"
"addu0401",2633775,"CONCENTRATING"
"addu0401",2662448,"CONCENTRATING"
"addu0401",2696358,"CONCENTRATING"
"addu0401",2730283,"CONCENTRATING"
"addu0401",2765352,"CONCENTRATING"
"addu0401",2787298,"CONCENTRATING"
"addu0401",2820124,"CONCENTRATING"
"addu0401",2864357,"CONCENTRATING"
"addu0401",2890978,"CONCENTRATING"
"addu0401",2905990,"CONCENTRATING"
"addu0401",2939825,"CONCENTRATING"
"addu0404",39943,"CONCENTRATING"
"addu0404",64472,NA
"addu0404",92000,"CONCENTRATING"
"addu0404",111143,"CONCENTRATING"
"addu0404",129656,"CONCENTRATING"
"addu0404",146725,"CONCENTRATING"
"addu0404",161200,"CONCENTRATING"
"addu0404",176793,"CONCENTRATING"
"addu0404",192325,"CONCENTRATING"
"addu0404",213240,"CONCENTRATING"
"addu0404",237500,"CONCENTRATING"
"addu0404",254117,"CONCENTRATING"
"addu0404",284890,"CONCENTRATING"
"addu0404",308695,"CONCENTRATING"
"addu0404",335846,"CONCENTRATING"
"addu0404",355857,"CONCENTRATING"
"addu0404",371096,"CONCENTRATING"
"addu0404",388023,"CONCENTRATING"
"addu0404",429406,"CONCENTRATING"
"addu0404",462158,"CONCENTRATING"
"addu0404",492292,"CONCENTRATING"
"addu0404",513994,"CONCENTRATING"
"addu0404",536116,"CONCENTRATING"
"addu0404",549346,"CONCENTRATING"
"addu0404",569701,"CONCENTRATING"
"addu0404",606465,"CONCENTRATING"
"addu0404",640806,"CONCENTRATING"
"addu0404",663172,"CONCENTRATING"
"addu0404",679210,"CONCENTRATING"
"addu0404",696444,"CONCENTRATING"
"addu0404",713289,"CONCENTRATING"
"addu0404",741679,"CONCENTRATING"
"addu0404",765459,"CONCENTRATING"
"addu0404",799505,"CONCENTRATING"
"addu0404",857372,"CONCENTRATING"
"addu0404",883271,"CONCENTRATING"
"addu0404",906734,"CONCENTRATING"
"addu0404",922885,"CONCENTRATING"
"addu0404",950907,"CONCENTRATING"
"addu0404",971876,"CONCENTRATING"
"addu0404",1005986,"CONCENTRATING"
"addu0404",1029426,"CONCENTRATING"
"addu0404",1083031,"CONCENTRATING"
"addu0404",1109487,"CONCENTRATING"
"addu0404",1147193,"CONCENTRATING"
"addu0404",1177350,"CONFUSED"
"addu0404",1201265,"CONCENTRATING"
"addu0404",1230021,"CONFUSED"
"addu0404",1247103,"CONFUSED"
"addu0404",1299369,"CONCENTRATING"
"addu0404",1331970,"CONCENTRATING"
"addu0404",1358898,"CONCENTRATING"
"addu0404",1388665,"CONCENTRATING"
"addu0404",1410515,"CONCENTRATING"
"addu0404",1441358,"CONCENTRATING"
"addu0404",1475050,"CONCENTRATING"
"addu0404",1511434,"FRUSTRATED"
"addu0404",1544531,"FRUSTRATED"
"addu0404",1591859,"CONCENTRATING"
"addu0404",1619343,"CONFUSED"
"addu0404",1651068,"CONCENTRATING"
"addu0404",1690977,"CONFUSED"
"addu0404",1722564,"CONFUSED"
"addu0404",1767541,"CONCENTRATING"
"addu0404",1793688,"FRUSTRATED"
"addu0404",1820779,"FRUSTRATED"
"addu0404",1863160,"FRUSTRATED"
"addu0404",1895377,"CONCENTRATING"
"addu0404",1931299,"CONCENTRATING"
"addu0404",1982662,"CONCENTRATING"
"addu0404",1999752,"CONCENTRATING"
"addu0404",2026822,"CONCENTRATING"
"addu0404",2067391,"CONCENTRATING"
"addu0404",2106452,"CONCENTRATING"
"addu0404",2134480,"CONCENTRATING"
"addu0404",2172398,"CONCENTRATING"
"addu0404",2206228,"CONCENTRATING"
"addu0404",2239333,"CONCENTRATING"
"addu0404",2281852,"CONCENTRATING"
"addu0404",2323682,"CONCENTRATING"
"addu0404",2354286,"CONCENTRATING"
"addu0404",2384142,"CONCENTRATING"
"addu0404",2428149,"CONCENTRATING"
"addu0404",2451383,"CONCENTRATING"
"addu0404",2482326,"CONCENTRATING"
"addu0404",2518344,"CONCENTRATING"
"addu0404",2553600,"FRUSTRATED"
"addu0404",2603836,"FRUSTRATED"
"addu0404",2621666,"FRUSTRATED"
"addu0404",2644861,"CONCENTRATING"
"addu0404",2681310,"CONCENTRATING"
"addu0404",2715007,"CONFUSED"
"addu0404",2743144,"CONCENTRATING"
"addu0404",2775548,"CONCENTRATING"
"addu0404",2800595,"CONFUSED"
"addu0404",2834836,"CONFUSED"
"addu0404",2882376,"CONCENTRATING"
"addu0404",2899616,"CONFUSED"
"addu0404",2932323,"CONFUSED"
"addu0404",2955346,"CONFUSED"
"addu0407",14344,"CONCENTRATING"
"addu0407",53567,"CONCENTRATING"
"addu0407",87193,"CONCENTRATING"
"addu0407",117218,"CONCENTRATING"
"addu0407",146922,"CONFUSED"
"addu0407",213332,"CONFUSED"
"addu0407",250743,"CONCENTRATING"
"addu0407",279395,"CONCENTRATING"
"addu0407",324618,"CONCENTRATING"
"addu0407",356255,"CONCENTRATING"
"addu0407",411088,"CONCENTRATING"
"addu0407",437127,"CONCENTRATING"
"addu0407",476654,"CONCENTRATING"
"addu0407",497988,"CONCENTRATING"
"addu0407",522270,"CONCENTRATING"
"addu0407",549231,"CONCENTRATING"
"addu0407",570194,"CONCENTRATING"
"addu0407",601645,"CONCENTRATING"
"addu0407",634528,"CONCENTRATING"
"addu0407",667917,"CONFUSED"
"addu0407",711341,"CONFUSED"
"addu0407",773053,"CONCENTRATING"
"addu0407",821410,"CONCENTRATING"
"addu0407",880409,"CONCENTRATING"
"addu0407",916407,"CONFUSED"
"addu0407",950104,NA
"addu0407",988882,"CONCENTRATING"
"addu0407",1025548,"CONCENTRATING"
"addu0407",1058575,"CONCENTRATING"
"addu0407",1087369,"CONCENTRATING"
"addu0407",1125321,"CONCENTRATING"
"addu0407",1176791,"CONCENTRATING"
"addu0407",1204881,"CONCENTRATING"
"addu0407",1234508,"CONCENTRATING"
"addu0407",1265132,"CONCENTRATING"
"addu0407",1285600,NA
"addu0407",1307035,"CONCENTRATING"
"addu0407",1344323,NA
"addu0407",1378100,"CONCENTRATING"
"addu0407",1411862,"CONCENTRATING"
"addu0407",1447392,"CONCENTRATING"
"addu0407",1471690,NA
"addu0407",1494589,"CONFUSED"
"addu0407",1524654,"CONCENTRATING"
"addu0407",1552130,"CONCENTRATING"
"addu0407",1584997,"CONCENTRATING"
"addu0407",1618822,"CONCENTRATING"
"addu0407",1658102,"CONCENTRATING"
"addu0407",1684825,NA
"addu0407",1727549,"CONCENTRATING"
"addu0407",1755607,"CONCENTRATING"
"addu0407",1810700,"CONCENTRATING"
"addu0407",1855707,"CONCENTRATING"
"addu0407",1897987,"CONCENTRATING"
"addu0407",1927415,"CONCENTRATING"
"addu0407",1977115,NA
"addu0407",2000128,"CONCENTRATING"
"addu0407",2035881,"CONCENTRATING"
"addu0407",2058478,"CONCENTRATING"
"addu0407",2090598,"CONCENTRATING"
"addu0407",2118241,"CONFUSED"
"addu0407",2158337,"CONCENTRATING"
"addu0407",2243738,"CONCENTRATING"
"addu0407",2268534,"CONCENTRATING"
"addu0407",2306800,"CONCENTRATING"
"addu0407",2327336,"CONCENTRATING"
"addu0407",2375224,"CONCENTRATING"
"addu0407",2425332,"CONCENTRATING"
"addu0407",2458264,"CONCENTRATING"
"addu0407",2502416,"CONCENTRATING"
"addu0407",2540199,"CONCENTRATING"
"addu0407",2573112,"CONCENTRATING"
"addu0407",2618070,"CONCENTRATING"
"addu0407",2637088,"CONCENTRATING"
"addu0407",2663862,"CONCENTRATING"
"addu0407",2704713,"CONCENTRATING"
"addu0407",2744685,"CONCENTRATING"
"addu0407",2769004,"FRUSTRATED"
"addu0407",2803644,"CONCENTRATING"
"addu0407",2831885,"CONCENTRATING"
"addu0407",2855627,"CONCENTRATING"
"addu0407",2884120,"CONCENTRATING"
"addu0407",2896714,"CONCENTRATING"
"addu0407",2912626,"CONCENTRATING"
"addu0407",2938180,"CONCENTRATING"
"addu0407",2972109,"CONCENTRATING"
"addu0407",2993335,"CONCENTRATING"
"addu0407",3015235,"CONCENTRATING"
"addu0407",3033585,"CONCENTRATING"
"addu0407",3062794,"CONCENTRATING"
"addu0407",3105525,"CONCENTRATING"
"addu0407",3142319,NA
"addu0407",3165212,"CONCENTRATING"
"addu0407",3219116,"CONCENTRATING"
"addu0407",3238703,"CONCENTRATING"
"addu0407",3266396,"CONCENTRATING"
"addu0407",3290829,"CONCENTRATING"
"addu0407",3323063,"CONCENTRATING"
"addu0407",3367790,"CONCENTRATING"
"addu0407",3389421,"CONCENTRATING"
"addu0411",42398,"CONCENTRATING"
"addu0411",66555,"CONCENTRATING"
"addu0411",106107,"CONFUSED"
"addu0411",137293,"CONFUSED"
"addu0411",203234,"CONCENTRATING"
"addu0411",240397,"CONCENTRATING"
"addu0411",272152,"CONCENTRATING"
"addu0411",293341,"CONCENTRATING"
"addu0411",350181,"CONCENTRATING"
"addu0411",404393,"CONCENTRATING"
"addu0411",429455,"CONCENTRATING"
"addu0411",469234,"CONCENTRATING"
"addu0411",492150,"CONCENTRATING"
"addu0411",514588,"CONCENTRATING"
"addu0411",538468,"CONCENTRATING"
"addu0411",563078,"CONCENTRATING"
"addu0411",593211,"CONCENTRATING"
"addu0411",624823,"CONFUSED"
"addu0411",656163,"CONFUSED"
"addu0411",691430,"CONFUSED"
"addu0411",754062,"CONFUSED"
"addu0411",799248,"CONFUSED"
"addu0411",872740,"CONFUSED"
"addu0411",907242,NA
"addu0411",931306,"CONFUSED"
"addu0411",976537,"CONCENTRATING"
"addu0411",1009863,"CONCENTRATING"
"addu0411",1046318,"CONFUSED"
"addu0411",1074563,"CONCENTRATING"
"addu0411",1113502,"CONFUSED"
"addu0411",1149684,"CONFUSED"
"addu0411",1197077,"CONFUSED"
"addu0411",1219554,"CONFUSED"
"addu0411",1255801,"CONFUSED"
"addu0411",1277358,NA
"addu0411",1299780,"CONCENTRATING"
"addu0411",1331582,"CONCENTRATING"
"addu0411",1368587,"CONCENTRATING"
"addu0411",1403123,"CONCENTRATING"
"addu0411",1431655,"CONCENTRATING"
"addu0411",1465821,"CONCENTRATING"
"addu0411",1484157,"CONCENTRATING"
"addu0411",1512722,NA
"addu0411",1544845,NA
"addu0411",1572988,"CONCENTRATING"
"addu0411",1608974,"CONCENTRATING"
"addu0411",1647500,NA
"addu0411",1674043,NA
"addu0411",1720194,"CONCENTRATING"
"addu0411",1747536,"CONCENTRATING"
"addu0411",1788531,NA
"addu0411",1829130,NA
"addu0411",1887998,"CONCENTRATING"
"addu0411",1919432,"CONCENTRATING"
"addu0411",1957569,"CONCENTRATING"
"addu0411",1990079,"CONCENTRATING"
"addu0411",2028874,"CONCENTRATING"
"addu0411",2049235,"CONCENTRATING"
"addu0411",2070881,"CONFUSED"
"addu0411",2106882,"CONCENTRATING"
"addu0411",2140303,"CONCENTRATING"
"addu0411",2231865,"CONCENTRATING"
"addu0411",2257380,"CONCENTRATING"
"addu0411",2291862,"CONCENTRATING"
"addu0411",2320150,"FRUSTRATED"
"addu0411",2359849,"CONCENTRATING"
"addu0411",2411763,"CONFUSED"
"addu0411",2452474,"CONCENTRATING"
"addu0411",2476301,"CONCENTRATING"
"addu0411",2528526,"CONCENTRATING"
"addu0411",2558036,"CONFUSED"
"addu0411",2598660,"CONFUSED"
"addu0411",2629620,"CONFUSED"
"addu0411",2656822,"CONFUSED"
"addu0411",2697121,"BORED"
"addu0411",2734679,"FRUSTRATED"
"addu0411",2759548,"BORED"
"addu0411",2789286,NA
"addu0411",2815517,"CONCENTRATING"
"addu0411",2847118,"CONFUSED"
"addu0411",2877676,"CONCENTRATING"
"addu0411",2892622,"CONCENTRATING"
"addu0411",2907331,"CONCENTRATING"
"addu0411",2923489,"CONCENTRATING"
"addu0411",2966565,"CONCENTRATING"
"addu0411",2983319,"CONCENTRATING"
"addu0411",3008546,"BORED"
"addu0411",3027758,"CONCENTRATING"
"addu0411",3055598,"CONCENTRATING"
"addu0411",3088798,"CONCENTRATING"
"addu0411",3134214,NA
"addu0411",3156845,"CONCENTRATING"
"addu0411",3212764,NA
"addu0411",3229978,"CONCENTRATING"
"addu0411",3259155,"BORED"
"addu0411",3276292,"CONCENTRATING"
"addu0411",3314855,"CONCENTRATING"
"addu0411",3353870,"CONCENTRATING"
"addu0411",3381089,"CONCENTRATING"
"addu0411",3409793,"CONCENTRATING"
"bnhs0201",79611,NA
"bnhs0201",117703,"CONCENTRATING"
"bnhs0201",143809,"CONCENTRATING"
"bnhs0201",164717,"CONCENTRATING"
"bnhs0201",203531,"CONCENTRATING"
"bnhs0201",225356,"CONCENTRATING"
"bnhs0201",261561,"CONCENTRATING"
"bnhs0201",291965,"CONCENTRATING"
"bnhs0201",356438,"CONCENTRATING"
"bnhs0201",406270,"CONCENTRATING"
"bnhs0201",452314,"CONCENTRATING"
"bnhs0201",493339,"CONCENTRATING"
"bnhs0201",537134,NA
"bnhs0201",581630,"CONCENTRATING"
"bnhs0201",614675,"CONCENTRATING"
"bnhs0201",675337,"CONCENTRATING"
"bnhs0201",703037,"CONCENTRATING"
"bnhs0201",759989,"CONCENTRATING"
"bnhs0201",803478,"CONCENTRATING"
"bnhs0201",827674,"CONCENTRATING"
"bnhs0201",864497,"CONCENTRATING"
"bnhs0201",929811,"CONCENTRATING"
"bnhs0201",957573,"CONCENTRATING"
"bnhs0201",977606,"CONCENTRATING"
"bnhs0201",1015853,"CONCENTRATING"
"bnhs0201",1088466,"CONCENTRATING"
"bnhs0201",1124108,"CONCENTRATING"
"bnhs0201",1165953,"CONCENTRATING"
"bnhs0201",1204096,"CONCENTRATING"
"bnhs0201",2749,"CONCENTRATING"
"bnhs0201",31477,"CONCENTRATING"
"bnhs0201",60383,"CONCENTRATING"
"bnhs0201",84226,"CONCENTRATING"
"bnhs0201",108712,"CONCENTRATING"
"bnhs0201",166614,"CONCENTRATING"
"bnhs0201",186150,"CONCENTRATING"
"bnhs0201",233419,"CONCENTRATING"
"bnhs0201",269658,NA
"bnhs0201",296309,"CONCENTRATING"
"bnhs0201",326010,"CONCENTRATING"
"bnhs0201",352136,"CONCENTRATING"
"bnhs0201",386998,"CONCENTRATING"
"bnhs0201",416615,"CONCENTRATING"
"bnhs0201",450843,NA
"bnhs0201",512701,"CONCENTRATING"
"bnhs0201",540506,"CONCENTRATING"
"bnhs0201",565074,"CONCENTRATING"
"bnhs0201",604447,"CONCENTRATING"
"bnhs0201",637758,"CONCENTRATING"
"bnhs0201",661118,"CONCENTRATING"
"bnhs0201",686112,"CONCENTRATING"
"bnhs0201",716705,"CONCENTRATING"
"bnhs0201",768949,"CONCENTRATING"
"bnhs0201",798314,"CONCENTRATING"
"bnhs0201",839965,"CONCENTRATING"
"bnhs0201",883382,"CONCENTRATING"
"bnhs0201",912804,"CONCENTRATING"
"bnhs0201",938705,"CONCENTRATING"
"bnhs0201",985242,"CONCENTRATING"
"bnhs0201",1011460,"CONCENTRATING"
"bnhs0201",1042315,"CONCENTRATING"
"bnhs0201",1068366,"CONCENTRATING"
"bnhs0201",1119720,"CONCENTRATING"
"bnhs0201",1142302,"CONCENTRATING"
"bnhs0201",1172126,"CONCENTRATING"
"bnhs0201",1222529,"CONCENTRATING"
"bnhs0201",1291493,"CONCENTRATING"
"bnhs0201",1355976,"CONCENTRATING"
"bnhs0201",1399940,"CONCENTRATING"
"bnhs0201",1452388,"CONCENTRATING"
"bnhs0201",1482131,"CONCENTRATING"
"bnhs0201",1511669,"CONCENTRATING"
"bnhs0201",1558128,"CONCENTRATING"
"bnhs0201",1585848,"CONCENTRATING"
"bnhs0201",1636589,"CONCENTRATING"
"bnhs0201",1693591,"CONCENTRATING"
"bnhs0201",1734070,"CONCENTRATING"
"bnhs0201",1761817,"CONCENTRATING"
"bnhs0201",1787009,"CONCENTRATING"
"bnhs0201",1814038,"CONCENTRATING"
"bnhs0201",1839587,"CONCENTRATING"
"bnhs0201",1881460,"CONCENTRATING"
"bnhs0201",1966499,"CONCENTRATING"
"bnhs0201",1984743,"CONCENTRATING"
"bnhs0201",2008033,"CONCENTRATING"
"bnhs0201",2037217,"CONCENTRATING"
"bnhs0201",2064021,"CONCENTRATING"
"bnhs0201",2085037,"CONCENTRATING"
"bnhs0201",2140727,"CONCENTRATING"
"bnhs0201",2178699,"CONCENTRATING"
"bnhs0201",2241877,"CONCENTRATING"
"bnhs0201",2267687,"CONCENTRATING"
"bnhs0201",2339093,"CONCENTRATING"
"bnhs0201",2366375,"CONCENTRATING"
"bnhs0201",2385471,"CONCENTRATING"
"bnhs0201",2417112,"CONCENTRATING"
"bnhs0201",2447483,"CONCENTRATING"
"bnhs0201",2477194,"CONCENTRATING"
"bnhs0201",2509451,"CONCENTRATING"
"bnhs0201",2549097,"CONCENTRATING"
"bnhs0205",104570,"CONCENTRATING"
"bnhs0205",130001,"CONCENTRATING"
"bnhs0205",155877,"CONCENTRATING"
"bnhs0205",177944,"CONCENTRATING"
"bnhs0205",216366,"CONCENTRATING"
"bnhs0205",250862,"CONCENTRATING"
"bnhs0205",275848,"CONCENTRATING"
"bnhs0205",340323,"CONCENTRATING"
"bnhs0205",392242,"CONCENTRATING"
"bnhs0205",429538,"CONCENTRATING"
"bnhs0205",469457,"CONCENTRATING"
"bnhs0205",504178,"CONCENTRATING"
"bnhs0205",557365,"CONCENTRATING"
"bnhs0205",601956,"CONCENTRATING"
"bnhs0205",658731,"CONCENTRATING"
"bnhs0205",691098,"CONCENTRATING"
"bnhs0205",744539,"CONFUSED"
"bnhs0205",793075,"CONCENTRATING"
"bnhs0205",817079,"BORED"
"bnhs0205",844073,"CONCENTRATING"
"bnhs0205",890656,"CONCENTRATING"
"bnhs0205",943062,"CONCENTRATING"
"bnhs0205",969767,"CONCENTRATING"
"bnhs0205",997159,"FRUSTRATED"
"bnhs0205",1056364,"CONCENTRATING"
"bnhs0205",1108451,NA
"bnhs0205",1152141,"CONCENTRATING"
"bnhs0205",1177448,"CONFUSED"
"bnhs0205",1217566,"CONCENTRATING"
"bnhs0205",24014,"CONCENTRATING"
"bnhs0205",51783,"CONCENTRATING"
"bnhs0205",72263,"CONCENTRATING"
"bnhs0205",102132,"CONCENTRATING"
"bnhs0205",145758,"CONCENTRATING"
